Time(mm/dd/yyyy),Carbon dioxide(ppm),Temperature(°F),Relative humidity(%),Atmospheric pressure(hPa)
10/16/2022 10:05:00 PM,"1341","70.5","59","1008"
10/16/2022 10:06:00 PM,"1319","70.5","59","1008"
10/16/2022 10:07:00 PM,"1352","70.5","59","1008"
10/16/2022 10:08:00 PM,"1364","70.4","59","1008"
10/16/2022 10:09:00 PM,"1320","70.4","59","1008"
10/16/2022 10:10:00 PM,"1333","70.4","59","1008"
10/16/2022 10:11:00 PM,"1332","70.4","59","1008"
10/16/2022 10:12:00 PM,"1318","70.4","59","1008"
10/16/2022 10:13:00 PM,"1329","70.3","59","1008"
10/16/2022 10:14:00 PM,"1340","70.4","59","1008"
10/16/2022 10:15:00 PM,"1324","70.3","59","1008"
10/16/2022 10:16:00 PM,"1341","70.3","59","1008"
10/16/2022 10:17:00 PM,"1317","70.3","59","1008"
10/16/2022 10:18:00 PM,"1331","70.3","59","1008"
10/16/2022 10:19:00 PM,"1338","70.3","59","1008"
10/16/2022 10:20:00 PM,"1330","70.3","59","1008"
10/16/2022 10:21:00 PM,"1353","70.3","59","1008"
10/16/2022 10:22:00 PM,"1359","70.3","59","1008"
10/16/2022 10:23:00 PM,"1345","70.3","59","1008"
10/16/2022 10:24:00 PM,"1355","70.3","59","1008"
10/16/2022 10:25:00 PM,"1338","70.2","59","1008"
10/16/2022 10:26:00 PM,"1357","70.3","59","1008"
10/16/2022 10:27:00 PM,"1336","70.2","59","1008"
10/16/2022 10:28:00 PM,"1339","70.2","59","1008"
10/16/2022 10:29:00 PM,"1355","70.2","59","1008"
10/16/2022 10:30:00 PM,"1350","70.2","59","1008"
10/16/2022 10:31:00 PM,"1355","70.2","59","1008"
10/16/2022 10:32:00 PM,"1343","70.2","59","1008"
10/16/2022 10:33:00 PM,"1334","70.2","60","1008"
10/16/2022 10:34:00 PM,"1346","70.2","60","1008"
10/16/2022 10:35:00 PM,"1345","70.2","59","1008"
10/16/2022 10:36:00 PM,"1349","70.2","59","1008"
10/16/2022 10:37:00 PM,"1363","70.2","59","1008"
10/16/2022 10:38:00 PM,"1342","70.2","59","1008"
10/16/2022 10:39:00 PM,"1337","70.2","60","1008"
10/16/2022 10:40:00 PM,"1353","70.1","59","1008"
10/16/2022 10:41:00 PM,"1358","70.1","60","1008"
10/16/2022 10:42:00 PM,"1354","70.1","60","1008"
10/16/2022 10:43:00 PM,"1361","70.1","60","1008"
10/16/2022 10:44:00 PM,"1356","70.0","60","1008"
10/16/2022 10:45:00 PM,"1346","70.0","60","1008"
10/16/2022 10:46:00 PM,"1377","70.0","60","1008"
10/16/2022 10:47:00 PM,"1356","70.0","60","1008"
10/16/2022 10:48:00 PM,"1362","70.0","60","1008"
10/16/2022 10:49:00 PM,"1350","69.9","60","1008"
10/16/2022 10:50:00 PM,"1378","70.0","60","1008"
10/16/2022 10:51:00 PM,"1373","69.9","60","1008"
10/16/2022 10:52:00 PM,"1374","69.9","60","1008"
10/16/2022 10:53:00 PM,"1389","69.9","60","1008"
10/16/2022 10:54:00 PM,"1373","69.9","60","1008"
10/16/2022 10:55:00 PM,"1377","69.9","60","1008"
10/16/2022 10:56:00 PM,"1384","69.9","60","1008"
10/16/2022 10:57:00 PM,"1393","69.9","60","1008"
10/16/2022 10:58:00 PM,"1384","69.8","60","1008"
10/16/2022 10:59:00 PM,"1373","69.9","60","1008"
10/16/2022 11:00:00 PM,"1369","69.8","60","1008"
10/16/2022 11:01:00 PM,"1358","69.9","60","1008"
10/16/2022 11:02:00 PM,"1383","69.8","60","1008"
10/16/2022 11:03:00 PM,"1370","69.8","60","1008"
10/16/2022 11:04:00 PM,"1366","69.8","60","1008"
10/16/2022 11:05:00 PM,"1379","69.8","60","1008"
10/16/2022 11:06:00 PM,"1392","69.7","60","1008"
10/16/2022 11:07:00 PM,"1379","69.7","60","1008"
10/16/2022 11:08:00 PM,"1396","69.8","60","1008"
10/16/2022 11:09:00 PM,"1394","69.7","60","1008"
10/16/2022 11:10:00 PM,"1377","69.7","60","1008"
10/16/2022 11:11:00 PM,"1391","69.7","60","1008"
10/16/2022 11:12:00 PM,"1362","69.7","60","1008"
10/16/2022 11:13:00 PM,"1369","69.7","60","1008"
10/16/2022 11:14:00 PM,"1397","69.7","60","1008"
10/16/2022 11:15:00 PM,"1402","69.7","60","1008"
10/16/2022 11:16:00 PM,"1383","69.6","60","1008"
10/16/2022 11:17:00 PM,"1388","69.6","60","1008"
10/16/2022 11:18:00 PM,"1396","69.7","60","1008"
10/16/2022 11:19:00 PM,"1379","69.6","60","1008"
10/16/2022 11:20:00 PM,"1389","69.6","60","1008"
10/16/2022 11:21:00 PM,"1400","69.6","60","1008"
10/16/2022 11:22:00 PM,"1375","69.6","60","1008"
10/16/2022 11:23:00 PM,"1409","69.6","60","1008"
10/16/2022 11:24:00 PM,"1380","69.6","60","1008"
10/16/2022 11:25:00 PM,"1406","69.6","60","1008"
10/16/2022 11:26:00 PM,"1413","69.6","60","1008"
10/16/2022 11:27:00 PM,"1398","69.6","60","1008"
10/16/2022 11:28:00 PM,"1423","69.5","60","1008"
10/16/2022 11:29:00 PM,"1401","69.5","60","1008"
10/16/2022 11:30:00 PM,"1414","69.5","60","1008"
10/16/2022 11:31:00 PM,"1409","69.6","60","1008"
10/16/2022 11:32:00 PM,"1389","69.5","60","1008"
10/16/2022 11:33:00 PM,"1414","69.5","60","1008"
10/16/2022 11:34:00 PM,"1411","69.5","60","1008"
10/16/2022 11:35:00 PM,"1411","69.4","60","1008"
10/16/2022 11:36:00 PM,"1417","69.5","60","1008"
10/16/2022 11:37:00 PM,"1415","69.4","60","1008"
10/16/2022 11:38:00 PM,"1427","69.4","60","1008"
10/16/2022 11:39:00 PM,"1412","69.4","60","1008"
10/16/2022 11:40:00 PM,"1414","69.4","60","1008"
10/16/2022 11:41:00 PM,"1422","69.4","60","1008"
10/16/2022 11:42:00 PM,"1414","69.4","60","1008"
10/16/2022 11:43:00 PM,"1417","69.4","60","1008"
10/16/2022 11:44:00 PM,"1420","69.4","60","1008"
10/16/2022 11:45:00 PM,"1428","69.3","60","1008"
10/16/2022 11:46:00 PM,"1426","69.3","60","1008"
10/16/2022 11:47:00 PM,"1419","69.3","60","1008"
10/16/2022 11:48:00 PM,"1405","69.3","60","1008"
10/16/2022 11:49:00 PM,"1402","69.3","60","1008"
10/16/2022 11:50:00 PM,"1401","69.3","60","1008"
10/16/2022 11:51:00 PM,"1419","69.3","60","1008"
10/16/2022 11:52:00 PM,"1411","69.3","60","1008"
10/16/2022 11:53:00 PM,"1422","69.3","60","1008"
10/16/2022 11:54:00 PM,"1406","69.3","60","1008"
10/16/2022 11:55:00 PM,"1421","69.3","60","1008"
10/16/2022 11:56:00 PM,"1432","69.3","60","1008"
10/16/2022 11:57:00 PM,"1401","69.3","60","1008"
10/16/2022 11:58:00 PM,"1399","69.3","60","1008"
10/16/2022 11:59:00 PM,"1433","69.3","60","1008"
10/17/2022 12:00:00 AM,"1426","69.3","60","1008"
10/17/2022 12:01:00 AM,"1394","69.3","60","1008"
10/17/2022 12:02:00 AM,"1403","69.3","60","1008"
10/17/2022 12:03:00 AM,"1432","69.3","60","1008"
10/17/2022 12:04:00 AM,"1410","69.3","60","1008"
10/17/2022 12:05:00 AM,"1405","69.3","60","1008"
10/17/2022 12:06:00 AM,"1429","69.3","60","1007"
10/17/2022 12:07:00 AM,"1420","69.3","60","1007"
10/17/2022 12:08:00 AM,"1405","69.3","60","1007"
10/17/2022 12:09:00 AM,"1424","69.3","60","1007"
10/17/2022 12:10:00 AM,"1401","69.3","60","1007"
10/17/2022 12:11:00 AM,"1409","69.3","60","1007"
10/17/2022 12:12:00 AM,"1426","69.3","60","1007"
10/17/2022 12:13:00 AM,"1431","69.3","60","1007"
10/17/2022 12:14:00 AM,"1423","69.3","60","1007"
10/17/2022 12:15:00 AM,"1427","69.2","60","1007"
10/17/2022 12:16:00 AM,"1430","69.3","60","1007"
10/17/2022 12:17:00 AM,"1424","69.2","60","1007"
10/17/2022 12:18:00 AM,"1434","69.3","60","1007"
10/17/2022 12:19:00 AM,"1422","69.2","60","1007"
10/17/2022 12:20:00 AM,"1440","69.2","60","1007"
10/17/2022 12:21:00 AM,"1427","69.3","60","1007"
10/17/2022 12:22:00 AM,"1448","69.2","60","1007"
10/17/2022 12:23:00 AM,"1419","69.2","60","1007"
10/17/2022 12:24:00 AM,"1443","69.2","60","1008"
10/17/2022 12:25:00 AM,"1407","69.2","60","1007"
10/17/2022 12:26:00 AM,"1449","69.2","60","1007"
10/17/2022 12:27:00 AM,"1448","69.2","60","1007"
10/17/2022 12:28:00 AM,"1438","69.2","60","1007"
10/17/2022 12:29:00 AM,"1449","69.2","60","1007"
10/17/2022 12:30:00 AM,"1447","69.1","60","1007"
10/17/2022 12:31:00 AM,"1463","69.2","60","1007"
10/17/2022 12:32:00 AM,"1454","69.1","61","1007"
10/17/2022 12:33:00 AM,"1442","69.1","61","1007"
10/17/2022 12:34:00 AM,"1459","69.1","61","1008"
10/17/2022 12:35:00 AM,"1457","69.1","61","1007"
10/17/2022 12:36:00 AM,"1463","69.1","61","1007"
10/17/2022 12:37:00 AM,"1459","69.1","61","1007"
10/17/2022 12:38:00 AM,"1451","69.1","61","1007"
10/17/2022 12:39:00 AM,"1456","69.1","61","1007"
10/17/2022 12:40:00 AM,"1457","69.0","61","1007"
10/17/2022 12:41:00 AM,"1448","69.1","61","1007"
10/17/2022 12:42:00 AM,"1464","69.0","61","1007"
10/17/2022 12:43:00 AM,"1461","68.9","61","1007"
10/17/2022 12:44:00 AM,"1451","69.0","61","1007"
10/17/2022 12:45:00 AM,"1465","68.9","61","1007"
10/17/2022 12:46:00 AM,"1464","68.9","61","1007"
10/17/2022 12:47:00 AM,"1475","68.9","61","1007"
10/17/2022 12:48:00 AM,"1478","68.9","61","1007"
10/17/2022 12:49:00 AM,"1458","68.9","61","1007"
10/17/2022 12:50:00 AM,"1469","68.9","61","1007"
10/17/2022 12:51:00 AM,"1456","68.9","61","1007"
10/17/2022 12:52:00 AM,"1440","68.9","61","1007"
10/17/2022 12:53:00 AM,"1433","68.9","61","1007"
10/17/2022 12:54:00 AM,"1463","68.9","61","1007"
10/17/2022 12:55:00 AM,"1454","68.9","61","1007"
10/17/2022 12:56:00 AM,"1455","68.9","61","1007"
10/17/2022 12:57:00 AM,"1445","68.9","61","1007"
10/17/2022 12:58:00 AM,"1456","68.9","61","1007"
10/17/2022 12:59:00 AM,"1455","68.9","61","1007"
10/17/2022 1:00:00 AM,"1455","68.9","61","1007"
10/17/2022 1:01:00 AM,"1446","68.9","61","1007"
10/17/2022 1:02:00 AM,"1458","68.8","61","1007"
10/17/2022 1:03:00 AM,"1464","68.8","61","1007"
10/17/2022 1:04:00 AM,"1450","68.8","61","1007"
10/17/2022 1:05:00 AM,"1480","68.8","61","1007"
10/17/2022 1:06:00 AM,"1461","68.8","61","1007"
10/17/2022 1:07:00 AM,"1483","68.8","61","1007"
10/17/2022 1:08:00 AM,"1452","68.7","61","1007"
10/17/2022 1:09:00 AM,"1455","68.8","61","1007"
10/17/2022 1:10:00 AM,"1468","68.7","61","1007"
10/17/2022 1:11:00 AM,"1456","68.7","61","1007"
10/17/2022 1:12:00 AM,"1462","68.7","61","1007"
10/17/2022 1:13:00 AM,"1483","68.7","61","1007"
10/17/2022 1:14:00 AM,"1452","68.7","61","1007"
10/17/2022 1:15:00 AM,"1471","68.7","61","1007"
10/17/2022 1:16:00 AM,"1458","68.6","61","1007"
10/17/2022 1:17:00 AM,"1493","68.7","61","1007"
10/17/2022 1:18:00 AM,"1474","68.7","61","1007"
10/17/2022 1:19:00 AM,"1479","68.7","61","1007"
10/17/2022 1:20:00 AM,"1486","68.6","61","1007"
10/17/2022 1:21:00 AM,"1480","68.7","61","1007"
10/17/2022 1:22:00 AM,"1471","68.6","61","1007"
10/17/2022 1:23:00 AM,"1471","68.6","61","1007"
10/17/2022 1:24:00 AM,"1477","68.6","61","1007"
10/17/2022 1:25:00 AM,"1467","68.5","61","1007"
10/17/2022 1:26:00 AM,"1451","68.6","61","1007"
10/17/2022 1:27:00 AM,"1458","68.5","61","1007"
10/17/2022 1:28:00 AM,"1487","68.5","61","1007"
10/17/2022 1:29:00 AM,"1483","68.5","61","1007"
10/17/2022 1:30:00 AM,"1496","68.6","61","1007"
10/17/2022 1:31:00 AM,"1464","68.5","61","1007"
10/17/2022 1:32:00 AM,"1459","68.5","61","1007"
10/17/2022 1:33:00 AM,"1470","68.5","61","1007"
10/17/2022 1:34:00 AM,"1479","68.5","61","1007"
10/17/2022 1:35:00 AM,"1469","68.5","61","1007"
10/17/2022 1:36:00 AM,"1460","68.5","61","1007"
10/17/2022 1:37:00 AM,"1504","68.5","61","1007"
10/17/2022 1:38:00 AM,"1469","68.5","61","1007"
10/17/2022 1:39:00 AM,"1476","68.5","61","1007"
10/17/2022 1:40:00 AM,"1455","68.5","61","1007"
10/17/2022 1:41:00 AM,"1507","68.5","61","1007"
10/17/2022 1:42:00 AM,"1486","68.5","61","1007"
10/17/2022 1:43:00 AM,"1481","68.5","61","1007"
10/17/2022 1:44:00 AM,"1475","68.5","61","1007"
10/17/2022 1:45:00 AM,"1469","68.5","61","1007"
10/17/2022 1:46:00 AM,"1478","68.5","61","1007"
10/17/2022 1:47:00 AM,"1484","68.4","61","1007"
10/17/2022 1:48:00 AM,"1492","68.5","61","1007"
10/17/2022 1:49:00 AM,"1481","68.5","61","1007"
10/17/2022 1:50:00 AM,"1494","68.5","61","1007"
10/17/2022 1:51:00 AM,"1489","68.5","61","1007"
10/17/2022 1:52:00 AM,"1474","68.5","61","1007"
10/17/2022 1:53:00 AM,"1477","68.4","61","1007"
10/17/2022 1:54:00 AM,"1489","68.4","61","1007"
10/17/2022 1:55:00 AM,"1463","68.4","61","1007"
10/17/2022 1:56:00 AM,"1485","68.5","61","1007"
10/17/2022 1:57:00 AM,"1501","68.4","61","1007"
10/17/2022 1:58:00 AM,"1486","68.4","61","1007"
10/17/2022 1:59:00 AM,"1486","68.4","61","1007"
10/17/2022 2:00:00 AM,"1478","68.4","61","1007"
10/17/2022 2:01:00 AM,"1480","68.4","61","1007"
10/17/2022 2:02:00 AM,"1487","68.3","61","1007"
10/17/2022 2:03:00 AM,"1497","68.3","61","1007"
10/17/2022 2:04:00 AM,"1473","68.4","61","1007"
10/17/2022 2:05:00 AM,"1488","68.3","61","1007"
10/17/2022 2:06:00 AM,"1497","68.3","61","1007"
10/17/2022 2:07:00 AM,"1477","68.3","61","1007"
10/17/2022 2:08:00 AM,"1492","68.3","61","1007"
10/17/2022 2:09:00 AM,"1476","68.3","61","1007"
10/17/2022 2:10:00 AM,"1486","68.3","61","1007"
10/17/2022 2:11:00 AM,"1471","68.3","61","1007"
10/17/2022 2:12:00 AM,"1487","68.3","61","1007"
10/17/2022 2:13:00 AM,"1477","68.3","61","1007"
10/17/2022 2:14:00 AM,"1471","68.3","61","1007"
10/17/2022 2:15:00 AM,"1489","68.2","61","1007"
10/17/2022 2:16:00 AM,"1481","68.2","61","1007"
10/17/2022 2:17:00 AM,"1463","68.2","61","1007"
10/17/2022 2:18:00 AM,"1478","68.2","61","1007"
10/17/2022 2:19:00 AM,"1482","68.2","61","1007"
10/17/2022 2:20:00 AM,"1477","68.2","61","1007"
10/17/2022 2:21:00 AM,"1479","68.2","61","1007"
10/17/2022 2:22:00 AM,"1474","68.2","61","1007"
10/17/2022 2:23:00 AM,"1498","68.2","61","1007"
10/17/2022 2:24:00 AM,"1487","68.2","61","1007"
10/17/2022 2:25:00 AM,"1484","68.1","61","1007"
10/17/2022 2:26:00 AM,"1489","68.1","61","1007"
10/17/2022 2:27:00 AM,"1497","68.1","61","1007"
10/17/2022 2:28:00 AM,"1487","68.2","61","1007"
10/17/2022 2:29:00 AM,"1486","68.1","61","1007"
10/17/2022 2:30:00 AM,"1471","68.1","61","1007"
10/17/2022 2:31:00 AM,"1506","68.1","61","1007"
10/17/2022 2:32:00 AM,"1492","68.1","61","1007"
10/17/2022 2:33:00 AM,"1511","68.1","61","1007"
10/17/2022 2:34:00 AM,"1496","68.1","61","1007"
10/17/2022 2:35:00 AM,"1491","68.1","61","1007"
10/17/2022 2:36:00 AM,"1496","68.1","61","1007"
10/17/2022 2:37:00 AM,"1488","68.1","61","1007"
10/17/2022 2:38:00 AM,"1495","68.1","61","1007"
10/17/2022 2:39:00 AM,"1481","68.1","61","1007"
10/17/2022 2:40:00 AM,"1510","68.1","61","1007"
10/17/2022 2:41:00 AM,"1470","68.1","62","1007"
10/17/2022 2:42:00 AM,"1480","68.0","61","1007"
10/17/2022 2:43:00 AM,"1504","68.0","61","1007"
10/17/2022 2:44:00 AM,"1492","68.1","61","1007"
10/17/2022 2:45:00 AM,"1492","68.0","61","1007"
10/17/2022 2:46:00 AM,"1497","68.0","62","1007"
10/17/2022 2:47:00 AM,"1492","68.0","61","1007"
10/17/2022 2:48:00 AM,"1505","68.0","61","1007"
10/17/2022 2:49:00 AM,"1488","67.9","61","1007"
10/17/2022 2:50:00 AM,"1519","67.9","62","1007"
10/17/2022 2:51:00 AM,"1498","68.0","62","1007"
10/17/2022 2:52:00 AM,"1499","68.0","61","1007"
10/17/2022 2:53:00 AM,"1508","67.9","61","1007"
10/17/2022 2:54:00 AM,"1493","67.9","61","1007"
10/17/2022 2:55:00 AM,"1490","67.9","61","1007"
10/17/2022 2:56:00 AM,"1472","67.9","61","1007"
10/17/2022 2:57:00 AM,"1469","67.9","61","1007"
10/17/2022 2:58:00 AM,"1470","67.9","61","1007"
10/17/2022 2:59:00 AM,"1484","67.9","61","1007"
10/17/2022 3:00:00 AM,"1482","67.8","61","1007"
10/17/2022 3:01:00 AM,"1475","67.9","62","1007"
10/17/2022 3:02:00 AM,"1491","67.8","61","1007"
10/17/2022 3:03:00 AM,"1492","67.9","62","1007"
10/17/2022 3:04:00 AM,"1480","67.8","62","1007"
10/17/2022 3:05:00 AM,"1490","67.8","62","1007"
10/17/2022 3:06:00 AM,"1483","67.8","62","1007"
10/17/2022 3:07:00 AM,"1490","67.8","62","1007"
10/17/2022 3:08:00 AM,"1483","67.8","62","1007"
10/17/2022 3:09:00 AM,"1504","67.9","62","1007"
10/17/2022 3:10:00 AM,"1491","67.8","62","1007"
10/17/2022 3:11:00 AM,"1490","67.8","62","1007"
10/17/2022 3:12:00 AM,"1470","67.8","62","1007"
10/17/2022 3:13:00 AM,"1472","67.7","62","1007"
10/17/2022 3:14:00 AM,"1473","67.7","62","1006"
10/17/2022 3:15:00 AM,"1508","67.8","62","1007"
10/17/2022 3:16:00 AM,"1489","67.7","62","1007"
10/17/2022 3:17:00 AM,"1481","67.7","62","1006"
10/17/2022 3:18:00 AM,"1488","67.7","62","1007"
10/17/2022 3:19:00 AM,"1486","67.7","62","1007"
10/17/2022 3:20:00 AM,"1490","67.7","62","1006"
10/17/2022 3:21:00 AM,"1498","67.7","62","1007"
10/17/2022 3:22:00 AM,"1506","67.7","62","1007"
10/17/2022 3:23:00 AM,"1482","67.7","62","1007"
10/17/2022 3:24:00 AM,"1503","67.7","62","1007"
10/17/2022 3:25:00 AM,"1484","67.7","62","1007"
10/17/2022 3:26:00 AM,"1495","67.7","62","1007"
10/17/2022 3:27:00 AM,"1488","67.6","62","1007"
10/17/2022 3:28:00 AM,"1473","67.7","62","1007"
10/17/2022 3:29:00 AM,"1485","67.7","62","1007"
10/17/2022 3:30:00 AM,"1489","67.7","62","1007"
10/17/2022 3:31:00 AM,"1499","67.6","62","1007"
10/17/2022 3:32:00 AM,"1498","67.6","62","1007"
10/17/2022 3:33:00 AM,"1501","67.6","62","1007"
10/17/2022 3:34:00 AM,"1505","67.6","62","1007"
10/17/2022 3:35:00 AM,"1488","67.6","62","1007"
10/17/2022 3:36:00 AM,"1478","67.6","62","1007"
10/17/2022 3:37:00 AM,"1475","67.5","62","1007"
10/17/2022 3:38:00 AM,"1480","67.5","62","1007"
10/17/2022 3:39:00 AM,"1487","67.5","62","1007"
10/17/2022 3:40:00 AM,"1473","67.5","62","1007"
10/17/2022 3:41:00 AM,"1472","67.5","62","1007"
10/17/2022 3:42:00 AM,"1475","67.5","62","1007"
10/17/2022 3:43:00 AM,"1481","67.5","62","1007"
10/17/2022 3:44:00 AM,"1481","67.5","62","1007"
10/17/2022 3:45:00 AM,"1482","67.5","62","1007"
10/17/2022 3:46:00 AM,"1480","67.5","62","1007"
10/17/2022 3:47:00 AM,"1478","67.5","62","1007"
10/17/2022 3:48:00 AM,"1474","67.5","62","1007"
10/17/2022 3:49:00 AM,"1484","67.5","62","1007"
10/17/2022 3:50:00 AM,"1492","67.5","62","1007"
10/17/2022 3:51:00 AM,"1483","67.5","62","1007"
10/17/2022 3:52:00 AM,"1498","67.5","62","1007"
10/17/2022 3:53:00 AM,"1492","67.5","62","1007"
10/17/2022 3:54:00 AM,"1484","67.5","62","1007"
10/17/2022 3:55:00 AM,"1494","67.5","62","1007"
10/17/2022 3:56:00 AM,"1501","67.5","62","1007"
10/17/2022 3:57:00 AM,"1501","67.5","62","1007"
10/17/2022 3:58:00 AM,"1500","67.5","62","1007"
10/17/2022 3:59:00 AM,"1489","67.5","62","1007"
10/17/2022 4:00:00 AM,"1495","67.5","62","1007"
10/17/2022 4:01:00 AM,"1479","67.5","62","1007"
10/17/2022 4:02:00 AM,"1496","67.5","62","1007"
10/17/2022 4:03:00 AM,"1496","67.4","62","1007"
10/17/2022 4:04:00 AM,"1486","67.5","62","1007"
10/17/2022 4:05:00 AM,"1476","67.4","62","1007"
10/17/2022 4:06:00 AM,"1481","67.4","62","1007"
10/17/2022 4:07:00 AM,"1513","67.4","62","1007"
10/17/2022 4:08:00 AM,"1510","67.4","62","1006"
10/17/2022 4:09:00 AM,"1490","67.4","62","1007"
10/17/2022 4:10:00 AM,"1491","67.4","62","1007"
10/17/2022 4:11:00 AM,"1496","67.4","62","1007"
10/17/2022 4:12:00 AM,"1512","67.4","62","1007"
10/17/2022 4:13:00 AM,"1488","67.4","62","1007"
10/17/2022 4:14:00 AM,"1472","67.4","62","1006"
10/17/2022 4:15:00 AM,"1480","67.4","62","1007"
10/17/2022 4:16:00 AM,"1482","67.3","62","1007"
10/17/2022 4:17:00 AM,"1476","67.3","62","1006"
10/17/2022 4:18:00 AM,"1487","67.3","62","1006"
10/17/2022 4:19:00 AM,"1507","67.2","62","1006"
10/17/2022 4:20:00 AM,"1480","67.2","62","1007"
10/17/2022 4:21:00 AM,"1479","67.3","62","1006"
10/17/2022 4:22:00 AM,"1485","67.2","62","1006"
10/17/2022 4:23:00 AM,"1477","67.3","62","1006"
10/17/2022 4:24:00 AM,"1475","67.2","62","1006"
10/17/2022 4:25:00 AM,"1458","67.2","62","1006"
10/17/2022 4:26:00 AM,"1506","67.2","62","1006"
10/17/2022 4:27:00 AM,"1492","67.2","62","1007"
10/17/2022 4:28:00 AM,"1475","67.2","62","1007"
10/17/2022 4:29:00 AM,"1493","67.2","62","1006"
10/17/2022 4:30:00 AM,"1490","67.2","62","1007"
10/17/2022 4:31:00 AM,"1489","67.2","62","1007"
10/17/2022 4:32:00 AM,"1519","67.2","62","1007"
10/17/2022 4:33:00 AM,"1513","67.2","62","1007"
10/17/2022 4:34:00 AM,"1505","67.2","62","1006"
10/17/2022 4:35:00 AM,"1504","67.2","62","1006"
10/17/2022 4:36:00 AM,"1483","67.2","62","1007"
10/17/2022 4:37:00 AM,"1486","67.2","62","1006"
10/17/2022 4:38:00 AM,"1490","67.2","62","1007"
10/17/2022 4:39:00 AM,"1510","67.2","62","1006"
10/17/2022 4:40:00 AM,"1500","67.2","62","1007"
10/17/2022 4:41:00 AM,"1488","67.2","62","1006"
10/17/2022 4:42:00 AM,"1487","67.1","62","1006"
10/17/2022 4:43:00 AM,"1506","67.1","62","1006"
10/17/2022 4:44:00 AM,"1498","67.2","62","1006"
10/17/2022 4:45:00 AM,"1494","67.1","62","1006"
10/17/2022 4:46:00 AM,"1501","67.1","62","1006"
10/17/2022 4:47:00 AM,"1496","67.1","62","1006"
10/17/2022 4:48:00 AM,"1524","67.1","62","1006"
10/17/2022 4:49:00 AM,"1517","67.1","62","1007"
10/17/2022 4:50:00 AM,"1508","67.1","62","1006"
10/17/2022 4:51:00 AM,"1522","67.1","62","1007"
10/17/2022 4:52:00 AM,"1508","67.0","62","1006"
10/17/2022 4:53:00 AM,"1513","67.1","62","1006"
10/17/2022 4:54:00 AM,"1515","67.1","62","1006"
10/17/2022 4:55:00 AM,"1493","67.0","62","1007"
10/17/2022 4:56:00 AM,"1517","67.0","62","1006"
10/17/2022 4:57:00 AM,"1498","67.0","62","1006"
10/17/2022 4:58:00 AM,"1486","67.0","62","1006"
10/17/2022 4:59:00 AM,"1502","67.0","62","1006"
10/17/2022 5:00:00 AM,"1504","66.9","62","1006"
10/17/2022 5:01:00 AM,"1503","67.0","62","1006"
10/17/2022 5:02:00 AM,"1496","67.0","62","1006"
10/17/2022 5:03:00 AM,"1509","67.0","62","1006"
10/17/2022 5:04:00 AM,"1484","66.9","62","1006"
10/17/2022 5:05:00 AM,"1480","66.9","62","1007"
10/17/2022 5:06:00 AM,"1495","66.9","62","1007"
10/17/2022 5:07:00 AM,"1485","66.9","62","1006"
10/17/2022 5:08:00 AM,"1507","66.9","62","1006"
10/17/2022 5:09:00 AM,"1494","66.9","62","1006"
10/17/2022 5:10:00 AM,"1535","66.9","62","1006"
10/17/2022 5:11:00 AM,"1500","66.9","62","1006"
10/17/2022 5:12:00 AM,"1500","66.9","62","1006"
10/17/2022 5:13:00 AM,"1511","66.9","62","1006"
10/17/2022 5:14:00 AM,"1490","66.9","62","1006"
10/17/2022 5:15:00 AM,"1515","66.9","62","1007"
10/17/2022 5:16:00 AM,"1513","66.9","62","1007"
10/17/2022 5:17:00 AM,"1529","66.9","62","1007"
10/17/2022 5:18:00 AM,"1506","66.8","62","1007"
10/17/2022 5:19:00 AM,"1509","66.8","62","1007"
10/17/2022 5:20:00 AM,"1514","66.9","62","1007"
10/17/2022 5:21:00 AM,"1507","66.9","62","1007"
10/17/2022 5:22:00 AM,"1509","66.9","62","1007"
10/17/2022 5:23:00 AM,"1519","66.9","62","1007"
10/17/2022 5:24:00 AM,"1506","66.8","62","1007"
10/17/2022 5:25:00 AM,"1488","66.8","62","1007"
10/17/2022 5:26:00 AM,"1525","66.8","62","1007"
10/17/2022 5:27:00 AM,"1518","66.8","62","1007"
10/17/2022 5:28:00 AM,"1514","66.8","62","1006"
10/17/2022 5:29:00 AM,"1522","66.8","62","1007"
10/17/2022 5:30:00 AM,"1517","66.8","62","1007"
10/17/2022 5:31:00 AM,"1544","66.7","62","1007"
10/17/2022 5:32:00 AM,"1522","66.7","62","1007"
10/17/2022 5:33:00 AM,"1505","66.7","62","1007"
10/17/2022 5:34:00 AM,"1504","66.7","62","1007"
10/17/2022 5:35:00 AM,"1531","66.7","62","1007"
10/17/2022 5:36:00 AM,"1519","66.7","62","1007"
10/17/2022 5:37:00 AM,"1521","66.7","62","1007"
10/17/2022 5:38:00 AM,"1531","66.7","62","1007"
10/17/2022 5:39:00 AM,"1527","66.7","62","1007"
10/17/2022 5:40:00 AM,"1506","66.7","62","1007"
10/17/2022 5:41:00 AM,"1511","66.7","62","1007"
10/17/2022 5:42:00 AM,"1508","66.7","62","1007"
10/17/2022 5:43:00 AM,"1516","66.7","62","1007"
10/17/2022 5:44:00 AM,"1507","66.7","62","1007"
10/17/2022 5:45:00 AM,"1506","66.7","62","1007"
10/17/2022 5:46:00 AM,"1503","66.7","62","1007"
10/17/2022 5:47:00 AM,"1476","66.7","62","1007"
10/17/2022 5:48:00 AM,"1508","66.7","62","1007"
