unique_internal_model_code,age_range,filtration_efficiency_percent,breathability_pascals,width_mm,height_mm,filter_type,style,strap_type,color,where_to_buy_url_1,where_to_buy_url_2,where_to_buy_url_3,image_url,filtration_efficiency_source,filtration_efficiency_notes,breatheability_pascals_source,breatheability_pascals_notes
Allmed KN95 Mask,,99.87,151.96,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/511_-_Allmed_-_KN95.jpg?v=1675895782,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Outdoor Research N95 Face Mask,,99.61,104.56,,,N95,Flat-Fold,Earloop,White,https://www.outdoorresearch.com/us/n95-flat-fold-respirator,,,//www.armbrustusa.com/cdn/shop/articles/F20-N95-FlatFold-Package-NoColor-XXXXXX_0999_A.png?v=1675895794,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
American Bling KN95 Non-Medical Protective Mask,,99.69,138.5,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/516_american_bling.jpg?v=1675895843,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Yuikio KN95 Protective Mask,,99.79,127.2,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B08P1DG76P/ref=ppx_od_dt_b_asin_title_s03?ie=UTF8&psc=1,,,https://cdn.shopify.com/s/files/1/0384/4145/1653/files/P1020875.jpg?v=1651612999,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
HDX Home Depot H-950 N95 Mask,,99.47,106.96,,,N95,Cup,Headstrap,White,https://www.homedepot.com/p/HDX-N95-Respirator-Masks-M-L-10-Pack-H950/315303672,,,//www.armbrustusa.com/cdn/shop/articles/520_home_depot_n95.jpg?v=1675895830,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
BLSCODE Non-Medical Protective KN95 Mask,,99.82,102.3,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B08CXBGK5L/ref=ppx_od_dt_b_asin_title_s00?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/523-_BLSCode_-_Kn95_1.jpg?v=1675894535,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Primacare KN95 5-Ply Face Mask,,97.81,120.7,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B08923JK7H/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/525-_Primecare-KN95_1__heic.jpg?v=1676399971,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Yongjie KN95 Face Mask,,98.68,125.22,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B087433DTT/ref=ppx_od_dt_b_asin_title_s00?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/526_-_Yongjie_-_KN95_1__heic.jpg?v=1675895391,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
HALIDODO KN95 Protective Cup Dust Mask,,99.3,142.58,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B08NWZH248/ref=ppx_od_dt_b_asin_title_s05?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/527-_Halidodo_-_KN95_1.jpg?v=1675894490,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
COVAFLU KN95 Flat-Fold Face Mask,,99.14,114.56,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B089P1RC2K/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/528-Covaflu-KN95_copy_6905f392-7637-4650-bd19-bf80ec93666b.jpg?v=1676396232,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
HUHETA KN95 5-Ply Protective Mask,,99.7,172.02,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/Individually-Breathable-Comfortable-Efficiency%E2%89%A595-Protective/dp/B08M66XB9T/ref=sr_1_7?crid=218B2YNAPHPJN&dchild=1&keywords=kn95%2Bface%2Bmasks%2Bhuheta%2Bwhite&qid=1630090852&sprefix=KN95%2BFace%2BMasks%2BHuh%2Ctools%2C175&sr=8-7&th=1,,,//www.armbrustusa.com/cdn/shop/articles/531---Huheta---KN95.jpg?v=1675894513,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Purism - Protective KN95 Face Mask,,99.88,223.33,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B085BNBZDR/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/532---Purism---KN95-_1_-_heic.jpg?v=1675895531,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
BIO-th Protective Mask,,99.48,170.9,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/gp/product/B089344XZF/ref=ppx_od_dt_b_asin_title_s08?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/534-BioTech-KN95_up.jpg?v=1676396491,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
WWDOLL KN95 Foldable 95% PFE Protective Mask,,99.56,153.18,,,KN95,Flat-Fold,Earloop,Black,https://www.amazon.com/gp/product/B08JQNGX19/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/539-wwdoll-KN96-black--.HEIC_f1d48114-6986-4c5e-81a9-26c911fa634b.jpg?v=1676396496,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
3M 9205+ NIOSH Aura Lot #A211838,,99.6,114.0,,,N95,Boat,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/221-_Aura3m9205-N95_.HEIC_39bbb3a3-c384-4064-8f3e-73ea31e94680.jpg?v=1676401369,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Miuphro Black KN95 Mask,,99.32,188.66,,,KN95,Flat-Fold,Earloop,Black,https://www.amazon.com/Miuphro-Black-Protection-Against-Pollution/dp/B08NPKVCJG/ref=sw_img_sspa_dk_huc_pt_expsub_3?_encoding=UTF8&pd_rd_i=B08NPKVCJG&pd_rd_w=ztPCR&pf_rd_p=faa7bbf3-ed92-4e3c-bdb3-3bb45fd8d24c&pf_rd_r=T05TZ6EYX3FGHJCD4YHH&pd_rd_r=5d9903b9-3c3a-46d4-9d6f-b7f2da092e6b&pd_rd_wg=HBnsV&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzRU5YWkhBTkxBS0NQJmVuY3J5cHRlZElkPUEwNjgxMjA5M0ZCUEdNN1VTQ0o1WCZlbmNyeXB0ZWRBZElkPUEwOTc3NTE1MUZVOFBUUEVHMDZMRyZ3aWRnZXROYW1lPXNwX2h1Y19tcmFpJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,,,//www.armbrustusa.com/cdn/shop/articles/565_miuphro_up.jpg?v=1676396540,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
NEWMARK Dr. Family 5-Ply Protective Mask,,96.9,247.0,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/NEWMARK-Dr-Family-Protective-Pollution-Protection/dp/B08953M5ML/ref=sxin_13_pa_sp_search_thematic_sspa?crid=3USYR0ZAG3U0P&cv_ct_cx=well+before+kn95+masks&dchild=1&keywords=well+before+kn95+masks&pd_rd_i=B08953M5ML&pd_rd_r=a671cb76-9e20-47e9-b790-c8b62c3f99b1&pd_rd_w=YZbob&pd_rd_wg=3mQdi&pf_rd_p=f21da57e-06e4-46a5-9148-e2dea2e78384&pf_rd_r=BG7KTQ8FPPJZH4M45FYC&qid=1633721495&sprefix=well+bef%2Caps%2C227&sr=1-4-a73d1c8c-2fd2-4f19-aa41-2df022bcb241-spons&psc=1&smid=A3FWMTJWY8UPGM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExVExJWkxVQ01HUTdDJmVuY3J5cHRlZElkPUEwMzIyNjA2MlBFMDY4RlpPT0ZGRyZlbmNyeXB0ZWRBZElkPUEwMzA0MjAzMjZLOUM5N1RaVzIxUiZ3aWRnZXROYW1lPXNwX3NlYXJjaF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,,,//www.armbrustusa.com/cdn/shop/articles/574-_Newmark-KN95_copy.jpg?v=1675894498,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Pandmedic Solutions MedicPro N95 Mask,,99.15,170.0,,,N95,Flat-Fold,Headstrap,White,https://www.amazon.com/MedicPro-Approved-Individually-Particulate-Respirator/dp/B08VRSJBJQ/ref=sr_1_17?crid=3USYR0ZAG3U0P&dchild=1&keywords=well+before+kn95+masks&qid=1633721495&sprefix=well+bef%2Caps%2C227&sr=8-17,,,//www.armbrustusa.com/cdn/shop/articles/576_pandemic_solutions_copy.jpg?v=1676403506,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
KINGFA KN95 Flat-Fold Face Mask,,99.15,169.0,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/Kingfa-Non-NIOSH-Respirator-GB2626-2006-Compliant/dp/B0882TV6JM/ref=sr_1_19_sspa?crid=3USYR0ZAG3U0P&dchild=1&keywords=well+before+kn95+masks&qid=1633721495&sprefix=well+bef%2Caps%2C227&sr=8-19-spons&psc=1&smid=A207MOEUVV9JHZ&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExVExJWkxVQ01HUTdDJmVuY3J5cHRlZElkPUEwNzE0NDU4M005NzhWUkVHQ1pJRiZlbmNyeXB0ZWRBZElkPUEwMjkxNjA5MU80VUFVMFU0SVQ4RSZ3aWRnZXROYW1lPXNwX210ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,,,//www.armbrustusa.com/cdn/shop/articles/578_kingfa_up.jpg?v=1676396271,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Homeland Hardware KN95 face mask,,99.03,196.0,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/Approved-Non-NIOSH-Respirator-5-Ply-GB2626-2006/dp/B08HSHSJSP/ref=sr_1_30?crid=3USYR0ZAG3U0P&dchild=1&keywords=well+before+kn95+masks&qid=1633721495&sprefix=well+bef%2Caps%2C227&sr=8-30,,,//www.armbrustusa.com/cdn/shop/articles/581_homeland_hardware_nan_qi_sing_up.jpg?v=1676396279,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
AnanBros KN95 Face Mask,,99.39,164.0,,,KN95,Flat-Fold,Earloop,Multicolored,https://www.amazon.com/Approved-Individually-Breathable-Mascarillas-AnanBros/dp/B08P84N7BJ/ref=sr_1_43?crid=3USYR0ZAG3U0P&dchild=1&keywords=well+before+kn95+masks&qid=1633721495&sprefix=well+bef%2Caps%2C227&sr=8-43,,,//www.armbrustusa.com/cdn/shop/articles/586_ananbros_up.jpg?v=1676396575,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
KN Flax KF94 - Face Protective Mask,,99.79,194.0,,,KF94,Boat,Earloop,White,https://www.amazon.com/KF94-Protective-Individually-Packaged-Certified/dp/B08J95F5TR/ref=sr_1_44?crid=3USYR0ZAG3U0P&dchild=1&keywords=well+before+kn95+masks&qid=1633721495&sprefix=well+bef%2Caps%2C227&sr=8-44,,,//www.armbrustusa.com/cdn/shop/articles/587_kn_flax_up.jpg?v=1676316765,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
GRZ FFP2 Face Mask,,99.65,156.0,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/White-Protection-Against-Safety-Pollution/dp/B08PP68YPP/ref=sr_1_9?dchild=1&keywords=ffp2+mask&qid=1633724281&sr=8-9,,,//www.armbrustusa.com/cdn/shop/articles/589_grz_up.jpg?v=1675894479,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
BUGGYBOP KN95 Disposable Mask,,95.16,197.0,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/Disposable-Individually-Protection-Breathable-Comfortable/dp/B08P4DS163/ref=sr_1_55?crid=1JA0V6VIU1FIC&dchild=1&keywords=kn95+face+masks&qid=1633726062&sprefix=kn95+face%2Caps%2C233&sr=8-55,,,//www.armbrustusa.com/cdn/shop/articles/595_buggybop_up.jpg?v=1675895294,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Ahotop Kid-Sized KN95 Face Mask,,99.12,177.0,,,KN95,Flat-Fold,Earloop,Multicolored,https://www.amazon.com/Colored-Adjustable-Individually-Protective-Children/dp/B08XTRR6YW/ref=sxin_13_pa_sp_search_thematic_sspa?crid=302OFE7X4V022&cv_ct_cx=kids+kn95+mask&dchild=1&keywords=kids+kn95+mask&pd_rd_i=B08XTRR6YW&pd_rd_r=c729f313-e7d5-49c7-aebf-85e937a994a9&pd_rd_w=JNSIE&pd_rd_wg=VktSn&pf_rd_p=f21da57e-06e4-46a5-9148-e2dea2e78384&pf_rd_r=TQ6AGVV4DEXHWDSGZS6Y&qid=1633728055&sprefix=kids+kn%2Caps%2C222&sr=1-2-a73d1c8c-2fd2-4f19-aa41-2df022bcb241-spons&psc=1&smid=A23LKTYBCEUXSV&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFETE85WlRRQkExWFAmZW5jcnlwdGVkSWQ9QTA5Nzc1NTBGNDk1Sk8xNVFLNFImZW5jcnlwdGVkQWRJZD1BMDI3Njg0MzI5Q0FYR1lOUU9KOFomd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWMmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,,,//www.armbrustusa.com/cdn/shop/articles/601_ahotop_up.jpg?v=1675894600,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Sheal Face Mask,,98.75,184.0,,,KF94,Boat,Earloop,Multicolored,https://www.amazon.com/Sheal-Disposable-4-Layer-Individual-Packaged/dp/B08W3CK6X7/ref=sxin_15_trfob_obrv2_3_B08W3CK6X7?crid=302OFE7X4V022&cv_ct_cx=kids+kn95+mask&dchild=1&keywords=kids+kn95+mask&pd_rd_i=B08W3CK6X7&pd_rd_r=c729f313-e7d5-49c7-aebf-85e937a994a9&pd_rd_w=pvkQr&pd_rd_wg=VktSn&pf_rd_p=1d6e366b-5f11-4530-8e71-2f6bdec54b20&pf_rd_r=TQ6AGVV4DEXHWDSGZS6Y&qid=1633728055&sprefix=kids+kn%2Caps%2C222&sr=1-4-fce42522-50ed-4c3a-b4cc-39c8aaa1be5f,,,//www.armbrustusa.com/cdn/shop/articles/604_sheal_up.jpg?v=1676402909,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Clean Top White Kids KF94 Face Mask,,97.77,160.0,,,KF94,Boat,Earloop,White,https://www.amazon.com/Premium-Disposable-Protective-Covering-Individual/dp/B08LVWHPHL/ref=sr_1_32?crid=302OFE7X4V022&dchild=1&keywords=kids+kn95+mask&qid=1633728055&sprefix=kids+kn%2Caps%2C222&sr=8-32,,,//www.armbrustusa.com/cdn/shop/articles/608_flexmon_clean_top_up.jpg?v=1676317149,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
BluNa Kids KF94 Face Protective Mask,,99.3,147.0,,,KF94,Boat,Earloop,White,https://www.amazon.com/20Packs-KIDS-KF94-Protective-Individually/dp/B08X47VFH7/ref=sr_1_40?crid=302OFE7X4V022&dchild=1&keywords=kids+kn95+mask&qid=1633728055&sprefix=kids+kn%2Caps%2C222&sr=8-40,,,//www.armbrustusa.com/cdn/shop/articles/611_Kn_Flax_BluNa_up.jpg?v=1641841051,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
HANMAUM Yellow Dust Mask,,99.79,210.0,,,KF94,Boat,Earloop,White,https://www.amazon.com/Certified-HANMAUM-Safety-Protection-Efficiency/dp/B08W43XD5H/ref=sr_1_3_sspa?crid=2B1E2TN4FZZ94&dchild=1&keywords=kf94+mask&qid=1633741684&sprefix=kf94%2Caps%2C235&sr=8-3-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExN0M3WDRXVDQ2UzhQJmVuY3J5cHRlZElkPUEwNzI0MTY3V0RPU0lMOEpEVEwzJmVuY3J5cHRlZEFkSWQ9QTA1MTMzMjIzQzlRTlNYSk4zSU1SJndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,,,//www.armbrustusa.com/cdn/shop/articles/636_HANMAUM_up_54b28d37-e9a0-423c-a396-22f95e2b7bed.jpg?v=1676402933,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
AOTDAOU KF94 Leaf Mask,,99.78,261.0,,,KF94,Boat,Earloop,Black,https://www.amazon.com/Individually-Disposable-Comfortable-Breathable-Adjustable/dp/B099K8RVT2/ref=sr_1_8?crid=2B1E2TN4FZZ94&dchild=1&keywords=kf94%2Bmask&qid=1633741684&sprefix=kf94%2Caps%2C235&sr=8-8&th=1,,,//www.armbrustusa.com/cdn/shop/articles/637_aotdaou_leaf_up.jpg?v=1676317137,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
TS Guard KF94 Certified Safety Face Mask,,98.7,150.0,,,KF94,Boat,Earloop,Black,https://www.amazon.com/Certified-4-Layered-Protection-Tri-Folding-3D-Ergonomic/dp/B09FVK5YTR/ref=sr_1_29?crid=2B1E2TN4FZZ94&dchild=1&keywords=kf94+mask&qid=1633741684&sprefix=kf94%2Caps%2C235&sr=8-29,,,//www.armbrustusa.com/cdn/shop/articles/646_ts_guard_up.jpg?v=1641830161,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Weldots Fender Premium Mask,,99.82,213.92,,,KF94,Boat,Earloop,Grey,https://www.amazon.com/Weldots-Premium-Origami-Protection-Headbands/dp/B08WJP31R8/ref=sr_1_34_sspa?crid=2B1E2TN4FZZ94&dchild=1&keywords=kf94+mask&qid=1633741684&sprefix=kf94%2Caps%2C235&sr=8-34-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExN0M3WDRXVDQ2UzhQJmVuY3J5cHRlZElkPUEwNzI0MTY3V0RPU0lMOEpEVEwzJmVuY3J5cHRlZEFkSWQ9QTAxMzgzMjFPRkVFTzY0S0lSVVMmd2lkZ2V0TmFtZT1zcF9tdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,,,//www.armbrustusa.com/cdn/shop/articles/650_weldots_up.jpg?v=1676316785,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
TRY MASK Premium KN-Flax Face Mask,,99.51,185.0,,,KF94,Boat,Earloop,Black,https://www.amazon.com/20Packs-KF94-Black-Protective-Individually/dp/B08Y5ZV8HR/ref=sr_1_60?crid=2B1E2TN4FZZ94&dchild=1&keywords=kf94+mask&qid=1633741684&sprefix=kf94%2Caps%2C235&sr=8-60,,,//www.armbrustusa.com/cdn/shop/articles/658_try_mask_premium_up.jpg?v=1641830017,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Gerson Model 3230 N95 Respirator,,96.88,46.8,,,N95,Duckbill,Headstrap,White,https://www.armbrustusa.com/products/gerson-3230-n95-respirator-duckbill,,,//www.armbrustusa.com/cdn/shop/articles/665_gerson_copy.jpg?v=1676401547,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Novita Surgical Respirator,,99.58,155.38,,,CE,Flat-Fold,Headstrap,White,https://www.amazon.com/Surgical-Respirator-Headband-Certified-Singapore/dp/B08PY3TTW7/ref=sr_1_6?dchild=1&keywords=novita+Surgical+Respirator&qid=1633724610&s=industrial&sr=1-6,,,//www.armbrustusa.com/cdn/shop/articles/666_novita_up.jpg?v=1675895573,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
